REFERENCIA,DESCRIPCIÓN,N_PERIODS,NON_ZERO_PERIODS,PCT_NON_ZERO,ADI,CV2,DEMAND_TYPE
WT1K0121070BD,TUBO REFRIGERANTE RADIADOR,62,21,0.3387,2.9524,2.5795,Lumpy
WT1K0121407F,RESERVORIO,62,33,0.5323,1.8788,1.2958,Lumpy
WT1K0122291A,ACOPLE REFRIGERANTE,62,33,0.5323,1.8788,1.0452,Lumpy
WT1K0407183E,BUJE MESA SUSPENSION,62,20,0.3226,3.1,3.2986,Lumpy
WT1K0959455N,ELECTROVENTILADOR,62,10,0.1613,6.2,7.93,Lumpy
WT1L8Z-8A080-BB-F,RESERVORIO,62,32,0.5161,1.9375,1.6178,Lumpy
WT251941521,TROMPO RETRO,62,19,0.3065,3.2632,4.5455,Lumpy
WT25199824,BASE CON TERMOSTATO,62,28,0.4516,2.2143,3.4838,Lumpy
WT256202G500,CAJA REGULADORA DE AGUA,62,9,0.1452,6.8889,10.8642,Lumpy
WT26906247,VALVULA IAC,62,18,0.2903,3.4444,3.1284,Lumpy
WT279980491,VALVULA IAC,62,31,0.5,2.0,1.3285,Lumpy
WT2E0121253B,RADIADOR DE AGUA,62,20,0.3226,3.1,3.2021,Lumpy
WT2GB121253A,RADIADOR,62,28,0.4516,2.2143,1.3924,Lumpy
WT2H0121253A,RADIADOR,62,11,0.1774,5.6364,6.9988,Lumpy
WT2Q0121321,TAPA RESERVORIO,62,25,0.4032,2.48,1.6436,Lumpy
WT2Q0121407B,RESERVORIO,62,20,0.3226,3.1,4.3852,Lumpy
WT3051210632,MANGUERA REFRIGERANTE INF.,62,21,0.3387,2.9524,2.2176,Lumpy
WT3251212531,RADIADOR,62,31,0.5,2.0,1.6588,Lumpy
WT3254223711,DEPOSITO ACEITE HIDRAULICO,62,32,0.5161,1.9375,1.3444,Lumpy
WT3258812132,GUIA ASIENTO,62,5,0.0806,12.4,22.3457,Lumpy
WT357121321C,TAPA RESERVORIO,62,17,0.2742,3.6471,4.4384,Lumpy
WT377412329,BASE AMORTIGUADOR CON RODAMIENTO,62,15,0.2419,4.1333,4.9132,Lumpy
WT377905865,CONMUTADOR ENCENDIDO,62,10,0.1613,6.2,13.1446,Lumpy
WT3B0121321,TAPA RESERVORIO,62,42,0.6774,1.4762,0.6665,Lumpy
WT3Q0955455,TAPA RESERVORIO PLUMAS,62,18,0.2903,3.4444,3.9094,Lumpy
WT547959481,TERMOSWITCH ELECTROVENTILADOR,62,36,0.5806,1.7222,0.9448,Lumpy
WT547959481A,TERMOSWICHT,62,13,0.2097,4.7692,5.448,Lumpy
WT5C0121251E,RADIADOR DE AGUA,62,22,0.3548,2.8182,4.0688,Lumpy
WT5Q0121407M,RESERVORIO,62,27,0.4355,2.2963,3.8315,Lumpy
WT5QM121251A,RADIADOR DE AGUA,62,25,0.4032,2.48,1.755,Lumpy
WT5U0121207A,ELECTROVENTILADOR CON BASE,62,19,0.3065,3.2632,2.8992,Lumpy
WT5U0121407,RESERVORIO,62,14,0.2258,4.4286,5.8202,Lumpy
WT5X0121407,RESERVORIO,62,32,0.5161,1.9375,2.6669,Lumpy
WT5X0412329,BASE AMORTIGUADOR,62,13,0.2097,4.7692,4.4646,Lumpy
WT5Z0121253E,RADIADOR DE AGUA,62,22,0.3548,2.8182,2.3763,Lumpy
WT5Z0121253F,RADIADOR DE AGUA,62,40,0.6452,1.55,0.8244,Lumpy
WT6N0905865,CONMUTADOR ENCENDIDO,62,19,0.3065,3.2632,4.89,Lumpy
WT6N0947563,INTERRUPTOR PUERTA,62,36,0.5806,1.7222,0.8942,Lumpy
WT6N0953235B,INTERRUPTOR PARQUEO,62,13,0.2097,4.7692,4.815,Lumpy
WT6Q0121253AE,RADIADOR DE AGUA,62,20,0.3226,3.1,3.6445,Lumpy
WT6Q0121407A,RESERVORIO,62,30,0.4839,2.0667,1.281,Lumpy
WT6Q0121619,BRIDA TUBO DISTRIBUIDOR,62,21,0.3387,2.9524,3.2339,Lumpy
WT6Q0407182,BUJE MESA SUSPENSION PEQUENO,62,15,0.2419,4.1333,4.735,Lumpy
WT6Q0411315E,BARRA ESTABILIZADORA,62,21,0.3387,2.9524,3.1669,Lumpy
WT6Q0959455J,ELECTROVENTILADOR,62,20,0.3226,3.1,3.765,Lumpy
WT6QE121253A,RADIADOR DE AGUA,62,19,0.3065,3.2632,3.3262,Lumpy
WT6R0121253A,RADIADOR DE AGUA,62,23,0.371,2.6957,3.6887,Lumpy
WT6RG955453B,RESERVORIO PLUMAS,62,26,0.4194,2.3846,2.4769,Lumpy
WT7700111985,TUBO REFRIGERANTE RADIADOR,62,31,0.5,2.0,2.0777,Lumpy
WT7700600514,CAJA REGULADORA DE AGUA,62,18,0.2903,3.4444,3.2678,Lumpy
WT7700869985,TUBO REFRIGERANTE RADIADOR,62,14,0.2258,4.4286,6.151,Lumpy
WT7701041348,TUBO REFRIGERANTE RADIADOR,62,11,0.1774,5.6364,7.9159,Lumpy
WT7701470460,RESERVORIO,62,8,0.129,7.75,10.7851,Lumpy
WT811399151B,BASE CAJA CAMBIOS,62,9,0.1452,6.8889,9.5569,Lumpy
WT811407181A,BUJE SUSPENSION,62,24,0.3871,2.5833,1.8404,Lumpy
WT8200134513,TUBO REFRIGERANTE RADIADOR,62,28,0.4516,2.2143,3.5081,Lumpy
WT8200493154,CAJA REGULADORA DE AGUA,62,15,0.2419,4.1333,8.6368,Lumpy
WT8200561420,BASE TERMOSTATO,62,29,0.4677,2.1379,2.7139,Lumpy
WT8200660882,BASE TERMOSTATO,62,23,0.371,2.6957,2.1149,Lumpy
WT823199381B,BASE MOTOR GOL,62,40,0.6452,1.55,0.7738,Lumpy
WT8V218K218AB,RESERVORIO,62,10,0.1613,6.2,8.0104,Lumpy
WT9046588,BASE TERMOSTATO,62,34,0.5484,1.8235,1.0349,Lumpy
WT93307137,PROTECTOR DISTRIBUCION INF.,62,23,0.371,2.6957,2.0129,Lumpy
WT93388682,PROTECTOR DISTRIBUCION POST.,62,32,0.5161,1.9375,1.2145,Lumpy
WT93388683,PROTECTOR DISTRIBUCION SUP.,62,21,0.3387,2.9524,5.0452,Lumpy
WT96182950,PROTECTOR DISTRIBUCION POST.,62,22,0.3548,2.8182,3.2383,Lumpy
WT96182951,PROTECTOR DISTRIBUCION INF.,62,25,0.4032,2.48,2.2158,Lumpy
WT96182952,PROTECTOR DISTRIBUCION SUP.,62,21,0.3387,2.9524,2.8948,Lumpy
WT96325222,PROTECTOR DISTRIBUCION SUP.,62,17,0.2742,3.6471,4.8474,Lumpy
WT96325226,PROTECTOR DISTRIBUCION INF.,62,31,0.5,2.0,1.1268,Lumpy
WT96540793,INTERRUPTOR PARQUEO,62,33,0.5323,1.8788,1.1447,Lumpy
WTSK121259,BASE TERMOSTATO,62,9,0.1452,6.8889,13.1738,Lumpy
WTWLF2151H0,BASE TERMOSTATO,62,25,0.4032,2.48,2.2725,Lumpy
WTXS4G9K478BB,BASE TERMOSTATO,62,43,0.6935,1.4419,0.726,Lumpy
XI-01,FILTRO GASOLINA,62,34,0.5484,1.8235,1.1698,Lumpy
XI-02,TAPA MODULO GASOLINA,62,21,0.3387,2.9524,3.7637,Lumpy
XI-03,FILTRO GASOLINA (31112-3E000),62,15,0.2419,4.1333,4.8037,Lumpy
XI-06,FILTRO GASOLINA,62,41,0.6613,1.5122,0.793,Lumpy
XI-07,FILTRO GASOLINA,62,9,0.1452,6.8889,12.2432,Lumpy
XI-08,FILTRO GASOLINA,62,33,0.5323,1.8788,1.0451,Lumpy
XI-102B,FILTRO GASOLINA,62,14,0.2258,4.4286,6.3904,Lumpy
XI-13,FILTRO GASOLINA,62,12,0.1935,5.1667,14.6614,Lumpy
XI-15,FILTRO GASOLINA,62,21,0.3387,2.9524,3.4286,Lumpy
XI-153,PORTA FILTRO COMBUSTIBLE,62,17,0.2742,3.6471,3.1755,Lumpy
XI-154,PORTA FILTRO COMBUSTIBLE,62,27,0.4355,2.2963,1.57,Lumpy
XI-155,PORTA FILTRO COMBUSTIBLE,62,36,0.5806,1.7222,0.9188,Lumpy
XI-17,FILTRO GASOLINA,62,18,0.2903,3.4444,3.1052,Lumpy
XI-21,FILTRO GASOLINA,62,36,0.5806,1.7222,0.9003,Lumpy
XI-22,FILTRO GASOLINA,62,13,0.2097,4.7692,4.92,Lumpy
XI-23,FILTRO INTANK,62,34,0.5484,1.8235,2.363,Lumpy
XI-25,TAPA MODULO GASOLINA SUMERGIBLE,62,15,0.2419,4.1333,10.0229,Lumpy
XI-26,FILTRO GASOLINA,62,40,0.6452,1.55,0.7185,Lumpy
XI-27,FILTRO GASOLINA,62,35,0.5645,1.7714,1.8075,Lumpy
XI-28,FILTRO GASOLINA,62,18,0.2903,3.4444,3.6104,Lumpy
XI-29,TAPA MODULO GASOLINA SUMERGIBLE,62,22,0.3548,2.8182,4.9692,Lumpy
XI-30,FILTRO GASOLINA,62,15,0.2419,4.1333,3.9542,Lumpy
XI-33,FILTRO GASOLINA,62,27,0.4355,2.2963,1.8491,Lumpy
XI-34,FILTRO GASOLINA,62,34,0.5484,1.8235,2.4286,Lumpy
XI-35,FILTRO GASOLINA,62,24,0.3871,2.5833,1.9928,Lumpy
XI-40,FILTRO GASOLINA,62,32,0.5161,1.9375,4.9491,Lumpy
XI-41,FILTRO GASOLINA,62,21,0.3387,2.9524,2.7609,Lumpy
XI-45,FILTRO GASOLINA,62,6,0.0968,10.3333,13.88,Lumpy
XI-46,FILTRO GASOLINA,62,12,0.1935,5.1667,6.9137,Lumpy
XI-48,FILTRO INTANK,62,9,0.1452,6.8889,8.4453,Lumpy
XI-50,FILTRO GASOLINA,62,24,0.3871,2.5833,1.7918,Lumpy
XI-50X,FILTRO GASOLINA,62,21,0.3387,2.9524,2.4011,Lumpy
XI-51,FILTRO GASOLINA,62,26,0.4194,2.3846,2.9332,Lumpy
XI-55,FILTRO COMBUSTIBLE,62,15,0.2419,4.1333,5.3193,Lumpy
XI-65,FILTRO GASOLINA,62,29,0.4677,2.1379,2.3067,Lumpy
XI-69,FILTRO GASOLINA,62,24,0.3871,2.5833,2.6104,Lumpy
XI-706,FILTRO COMBUSTIBLE,62,27,0.4355,2.2963,2.6811,Lumpy
XI-72,FILTRO GASOLINA,62,33,0.5323,1.8788,1.1358,Lumpy
XI-73,FILTRO GASOLINA,62,15,0.2419,4.1333,5.4713,Lumpy
XI-75,BASE FILTRO COMBUSTIBLE-CH.,62,27,0.4355,2.2963,2.5541,Lumpy
XI-80,FILTRO GASOLINA,62,28,0.4516,2.2143,3.455,Lumpy
XI-81,FILTRO GASOLINA,62,39,0.629,1.5897,0.9414,Lumpy
XI-83,FILTRO GASOLINA,62,30,0.4839,2.0667,1.403,Lumpy
XI-84,FILTRO GASOLINA,62,26,0.4194,2.3846,2.1498,Lumpy
XI-85,FILTRO GASOLINA,62,29,0.4677,2.1379,2.7686,Lumpy
XI-88,FILTRO GASOLINA,62,5,0.0806,12.4,16.98,Lumpy
XI-90,FILTRO GASOLINA,62,41,0.6613,1.5122,0.672,Lumpy
XI-91,FILTRO GASOLINA,62,21,0.3387,2.9524,2.8944,Lumpy
XI-97,TAPA MODULO GASOLINA,62,20,0.3226,3.1,2.6985,Lumpy
XI-99,FILTRO ACEITE CAJA CAMBIO,62,20,0.3226,3.1,3.5531,Lumpy
YKD-01-D,TRICETA,62,19,0.3065,3.2632,3.6311,Lumpy
YKD392111NB13,PUNTA HOMOCINETICA,62,30,0.4839,2.0667,2.8623,Lumpy
YKD96489845,PUNTA HOMOCINETICA,62,17,0.2742,3.6471,3.7419,Lumpy
